0,1,2,3,4,5,6
3671,"O Monte do Giestal fica numa zona de pleno sossego, ideal para quem pretende uma ferias para descansar, acordar somente com o barulho dos passaros ou com os  chocalhos das ovelhas. Pequeno almoco bom, sem grande variedade, mas o suficiente, sempre servidos pelos empregados, com todos os cuidados de higiene (somente duas a tres habitacoes no maximo na sala). Fica perto (20/30m) de algumas zonas como Porto Covo, Aljustrel, Grandola. Jantar encomendado todas as noites, e entregue hora marcada na nossa habitacao, comida muito boa e bem confecionada, e nada caro. Vinho Vidigueira otimo.  Atendimento 5*. Equipa jovem, com todos os cuidados com os hospedes, SPA para relaxar.",3,positive,esbranquicada,maio,2017
3672,"Magnifico para uma pausa relaxante.  Staff jovem, simpatiquissimo, dinamico e eficiente. As habitacoes estao muito bem limpas, o material existente q.b. para uma pausa relaxante juntamente com a familia e amigos .",3,positive,sujidade,julho,2017
3673,"Primeira saida em familia pos COVID e o local nao podia ser melhor. O silencio, a tranquilidade e a sensacao de seguranca estiveram presentes desde o primeiro ao ultimo dia. Local incrivel para uma crianca. Apenas os degraus presentes nas casas causam algum constrangimento mas nada que nao se resolva. A piscina, o famoso sobreiro, os burros, a simpatia dos funcionarios. Tudo faz com que a vontade de regressar seja enorme.  Apenas um senao...o pequeno almoco apenas comeca as 9 horas, o que para quem vai com bebes e francamente tardio. A regressar.....",3,positive,aspeto,junho,2017
3674,"Um sitio maravilhoso, com pessoas muito disponiveis, simpaticas e atenciosas! As casas sao confortaveis (colchao maravilhoso!), tem boas areas, estao bem equipadas e a decoracao e de muito bom gosto. Anseio pela oportunidade de voltar! Obrigada pelos dias maravilhosos que me proporcionaram!",3,positive,atendimento irrepreensivel,maio,2017
3675,"5 estrelas Sitio lindo, pensado ao pormenor, casas rusticas com todas as comodidades e conforto.  Espaco exterior adequado a todas as estacoes  Com um sobreiro de 500anos, dois burros lindos entre outros animais Spa muito agradavel a precos espetaculares",3,positive,queijos e enchidos,marco,2017
3676,"Primeira viagem da familia a 4, e a escolha do local foi muito positiva. O pequeno adorou a piscina exterior, as casas (cujos quartos davam para separar por porta deslizante, o que facilitou a dinamica com uma recem nascida), o miminho que e ver o por do sol em familia em tao lindas paisagens, e as deliciosas refeicoes que, sob encomenda, entregam em casa em parceria com um restaurante da zona. O pequeno almoco e agradavel, mas apanhamos pouca reposicao face ao numero de hospedes. A repetir!",3,positive,excelentes entradas,fevereiro,2017
3677,"Experiencia excelente e um staff muito disponivel para tornar a experiencia unica. O Monte e terapeutico, com gastronomia local disponivel. Recomendo o Spa, com tratamentos naturais. O pequeno-almoco inclui produtos regionais",3,positive,comida divinal,fevereiro,2017
3678,"Otimo para ferias em familia, especialmente com criancas. A possibilidade de alimentar os animais (burros) ver ovelhas e estar no meio de campo e fantastica!  Ambiente muito tranquilo. Staff sempre simpatico e prestavel.  Alojamento limpo e equipado com tudo o que e essencial!  Piscina sempre limpa,porem com piso muito escorregadio (ponto mais negativo para mim, que com criancas pequenas ainda nos valeu alguns sustos. Seria imperativo mudar esse fator)  Pequeno almoco com variedade e qualidade. Apenas acrescentaria fruta fresca ao menu.  Possibilidade de encomendar refeicoes que vem entregar nas casas. E sao otimas!  Canais tv internacionais pouco interessantes, mais valia nem ter...  O ares condicionados podiam funcionar melhor em alguns quartos, ainda assim foram uma mais",3,positive,jantar com excelentes,janeiro,2017
3679,"Alojamento tipico do  Alentejo. Casas com boas condicoes mas no nosso caso, camas pouco confortaveis. No geral, otimo para descansar em familia. Para momentos de lazer tem Campo de tenis e piscina ( ponto negativo: piso da zona da piscina muito escorregadio).",3,positive,charmoso,dezembro,2016
3680,Foi a segunda vez que ficamos no Monte do Giestal. Corre tudo lindamente. Simpatia TOP de todo o STAFF assim como a limpeza das casas.  Fica no entanto algums pontos a melhorar para levar a avalizacao excelente. - Melhorarem o servico de Internet. (Diria que ate RDIS com 20 anos e mais rapido) - Mais canais na TV. Temos 5 ou 6 e alguns deles de nada servem. - Facilitarem de alguma forma o transporte das malas para as casas. Quem fica 7 dias e com criancas leva sempre muita coisa. Sendo que andar a acartar de um lado para o outro dps de umas boas centenas de KM nao sabe muito bem. De resto ... OBRIGADO POR TUDO ;) A voltar.,3,positive,atencioso e simpatico,dezembro,2016
3681,"Fomos passar uma noite em familia e o espaco envolvente e estrondoso, com o sobreiro centenario em destaque.  O monte em si e um espaco cuidado com a piscina imaculadamente limpa. As casas sao limpas e tem o essencial (excepto o A/C) nao imagino ali uma noite quente, nesse aspecto tivemos sorte.  O pequeno almoco e fraquinho, devia ter um PA mais composto e com produtos regionais por exemplo (em vez das salsichas de lata ????). O valor cobrado a mim pareceu-me sem duvida acima do oferecido... podiam amenizar isso com o freeacess ao SPA, cobrar pelo SPA nao faz sentido, no meu caso pessoal nao iria usufruir, mas acho que nao fica bem na fotografia pedir um valor extra.",3,positive,Hotel,outubro,2016
3682,"Local ideal para uns dias de descanco e/ou convivio. As instalacoes estao impecavelmente cuidadas e limpas. O enquadramento e o tipico desta zona do pais e tem excelentes condicoes para uns passeios (ou corridas, como foi  o nosso caso) pelas zonas envolventes. As pessoas foram todas muito simpaticas e prestaveis tendo feito tudo para tornar o nosso convivio de amigos inesquecivel. Nota: Tem um dos sobreiros mais bonitos e imponentes que alguma vez observei.",3,negative,localizado,outubro,2016
3683,"4 noites no Monte do Giestal. Fomos recebidos com muita simpatia, ficamos na Casa da Bolota, casas funcionais e muito confortaveis. Pequeno-almoco bastante agradavel, de destacar os bolos caseiros deliciosos e um sumo de laranja divinal. A area exterior e excelente para um passeio, respirar ar puro e encontrar animais no seu habitat. Uma delicia! O SPA e um extra maravilhoso, para relaxar e tornar a estadia ainda melhor. Todas as pessoas que trabalham no Monte sao uma simpatia, gostam do que fazem e nota-se! Tivemos o privilegio de visitar o ex-libris da herdade, um sobreiro com 300 anos de uma beleza estonteante. Somando tudo, foi uma estadia perfeita com muitos momentos para recordar. De realcar que a minha cadela adorou, foi muito bem recebida. Fica a dica para quem quer ir",3,positive,atendimento,outubro,2016
3684,"Somos um grupo de 7 casais e passamos um fim de semana perfeito. Ficamos nas casas a volta da piscina o que deu para usufruir de belos mergulhos e por a conversa em dia.  As casas sao excelentes, muito bem equipadas. O pessoal e extremamente atencioso e simpatico deixando-nos sempre a vontade, como se estivessemos em casas. O pequeno almoco e muito bom e aproveitamos o espaco comum para fazermos os jantares com o auxilio da D.Fernanda. Que mais dizer? Recomendo, recomendo!",3,positive,irrepreensivel,outubro,2016
3685,"Monte do Giestal Casa de Campo para relaxar e respirar um ar puro sem poluicao esse e um ambiente agradavel alem de ter espaco para esta com o seu animal de estimacao, piscina interior e exterior ,Recomento !",3,positive,entradas,outubro,2016
3686,"Foram 3 dias de relax e contacto intenso com a natureza. Para alem do SPA e da piscina exterior, experimente ir conhecer os fantasticos animais da quinta! Peca uma bicicleta ao Staff (todos super simpaticos e extremamente prestaveis) e viaje pelos 73 hectares de sobreiros e paisagens relaxantes. Se o clima nao ajudar, tem snooker, damas, cartas, mikado, entre outros, para jogar no edificio principal ou ate no quentinho da lareira da sua vila!  Recomendo a todos os que gostam de turismo rural e de serem recebidos e tratados com todo o respeito, carinho e atencao!",3,positive,queijos,setembro,2016
3687,"Fomos passar um fim de semana a dois e foi espectacular.  Nada a apontar! O staff e uma simpatia, o espaco e super aconchegante, o spa muito relaxante e todos os pormenores foram perfeitos.  Parabens pelo otimo trabalho.",3,positive,enchidos,setembro,2016
3688,"Excelente  local para relaxar e carregar baterias.  Instalacoes fantasticas com um optimo SPA O jantar servido no quarto foi 5 estrelas, comidinha  de conforto , caseira, bem quentinha .. A repetir ! NOTA: Staff muito profissional  e sempre disponivel !",3,positive,comida,setembro,2016
3689,Adoramos este turismo nao so pela localizacao ( muito proximo de Lisboa ) como pelo conforto das casinhas onde nos sentimos verdadeiramente em nossa casa ! A casinha e muito acolhedora com Lareira ou opcao de ar condicionado ; virada para a natureza onde se respira paz e bem estar .   As refeicoes servidas em casa numa parceria com um restaurante que este turismo dispoe sao maravilhosas !! Entregues numa cesta de picnic ... veem realmente quentinhas e sao muito saborosas !!!   A melhorar fica so um apontamento ao SPA que para alem de muito frio tem alguns servicos que nao funcionam bem : sauna / alguns jactos da piscina  nao funcionam ... e tambem o aquecimento nas casas de banho das casas que tambem nao existe ... de resto tudo perfeito !!!!  Um elogio especial ao Staff que e,3,positive,servida,agosto,2016
3690,Excelente empreendimento para se passar uns dias em descanso. Piscina interior e SPA qb. Pequeno almoco tem tudo o que e preciso para comecar bem o dia. Tem canil para quem queira levar o seu cao existindo tambem a possibilidade de o ter dentro de casa (necessario assinar termo de responsabilidade). A voltar numa proxima oportunidade.,3,negative,servico e competente,dezembro,2015
3691,"O lugar inserido na natureza e lindo e muito bem cuidado. Fizemos uma comemoracao com um grupo grande de dois dias no Monte e ficamos muito satisfeitos. As casas (quartos) sao muito confortaveis, bem equipadas e espacosas. O servico e excelente, sao todos muito simpaticos e o ambiente e acolhedor. Tudo funcionou muito bem, a recepcao, o jantar, a decoracao do espaco, o atendimento e todo o servico. Recomendamos!",3,positive,jantar,agosto,2016
3692,"Prezo bastanta o bom acolhimento e simpatia de quem sabe receber, e no Monte do Giestal isso foi perfeito.  Achamos a PISCINA sem sombra de duvida uma das melhores onde ja estivemos, sempre bem LIMPA e bem cuidada. Estao de Parabens.  Agadecemos o queijinho Aletejano que nos foi oferecido no PA. Bem hajam.  Achamos que o PA deve ser melhorado, compreendemos o facto de estar incluido no preco da estadia, mas achamos que faz falta o queijo Altejano o presunto, mais produtos da regiao, nomeadamente fruta da epoca. Retirava os ovos e os seus acompanhantes pois nao fazem do pequeno almoco uma maravilha.  Foi uma estadia muito boa!! Todas as colaboradoras estao de Paabens.  Esperamos voltar um dia.",3,positive,excelentes,maio,2016
3693,"Passamos 5 dias de ferias deliciosos. Para nos uma paz e descanso, paisagens lindas..para os miudos o divertimento na piscina e a liberdade do espaco. As casas sao adoraveis, com todas as comodidades e de limpeza impecavel. Tem cozinha totalmente equipada mas se nao quisermos cozinhar ha a possibilidade de encomendar a refeicao a bom preco que e entregue na casa numa cesta. Todo o staff foi simpatico e prestavel. Tem wifi mas muito fraca o que acabou por ser optimo e nos afastou a nos e aos miudos dos telemoveis :)",3,positive,divinal,agosto,2016
3694,"Adoramos, muito tranquilo, pessoal muito atencioso e simpatico, as instalacoes excelentes, desde o spa, piscina, quartos, jardim.... excelente e voltarei de certo.  Unico contra foi a internet que era muito lenta mas como queriamos fugir dos dias complicados, barulhentos e mexidos foi bom.",3,positive,Setembro hospedado,julho,2016
3695,Os alojamentos sao muito confortaveis e espacosos e encontram-se equipados com todos os equipamentos necessarios para cozinhar. O espaco exterior e muito agradavel e a piscina interior e espectacular nos dias mais frescos. O pequeno almoco e muito completo e saboroso. E possivel encomendar refeicoes que sao entregues nos alojamentos.,3,positive,tendo em conta,outubro,2015
3696,"Por mais que escreve sera dificil transmitir o prazer e a paz durante e apos a estadia na Casa da Lande. Local tranquilo, alojamento top, pequeno almoco delicioso, instalacoes diversas, funcionarios prestaveis... Bom demais. Recomendo e tenciono voltar mais vezes.",3,positive,preco de casal,julho,2016
3697,"Excelente sitio para relaxar e sair da nossa rotina citadina.  A paz e o sossego alentejano envolvem-nos. Muita simpatia e disponibilidade de todas as senhoras. Recomendo sem duvida uma estadia em familia, os miudos gostaram imenso de passar pelo salao de jogos logo apos tomar o pequeno-almoco. Continuem com o bom trabalho, Felicidades.",3,positive,colchoes sao horriveis,julho,2016
